ca_address_sk|ca_street_number|ca_street_name|ca_city|ca_state|ca_zip
3751|229|Railroad |Cedar Grove|IA|50411
3752|461|Willow 14th|Bethel|MS|55281
3753|973|Elevnth |Ashland|WI|54244
3754|434|Lake |Waterloo|DE|11675
3755|983|Hillcrest Forest|Valley View|GA|35124
3756|619|15th Valley|Riverview|WI|59003
3757|143|6th 2nd|Enterprise|TX|71757
3758|609|Spring Laurel|Pleasant Grove|OH|44136
3759|428|Seventh Meadow|Arlington|KY|46557
3760|580|Ridge |Parkwood|IA|51669
3761|403|Spring |Stringtown|VA|20162
3762||||NV|
3763|56|Highland |Oak Hill|OR|97838
3764|96|Jackson |Millwood|IL|67319
3765|870|Hillcrest |Liberty|KS|63451
3766|329|Mill 4th|Spring Grove|MN|56719
3767|176|Washington Oak|Lebanon|TX|72898
3768|794|Mill |Antioch|MI|48605
3769|730||Sulphur Springs|CA|98354
3770|636|2nd |Highland Park|KY|46534
3771|522|Fourth |Mountain View|VA|24466
3772|533|Spring |Hopewell|TX|70587
3773|157|Lincoln 3rd|Crossroads|AR|70534
3774|783|3rd Maple|Riverview|MO|69003
3775||Pine |New Hope|WV|
3776|831|Fifth |Oak Ridge|IL|68371
3777|462|East |Woodland|OH|44854
3778|128|12th |Wilson|GA|36971
3779|251|Valley Oak|Mount Pleasant|VT|03339
3780|423|Hillcrest Washington|Mount Pleasant|KY|42739
3781|609|2nd Lincoln|Oakwood|IN|40169
3782|528|Smith |Belmont|MO|60191
3783|914|Woodland Highland|Summerville|NE|62033
3784|496|8th |Plainville|NE|66115
3785|547|Seventh |Clifton|IN|48014
3786|855|Seventh Pine|Oak Grove|PA|18370
3787|160|East Pine|Enterprise|KY|41757
3788|17|Third Washington|Spring Valley|ID|86060
3789|876|Walnut |Five Forks|GA|32293
3790|431|Locust |Summit|VA|20499
3791|694|3rd Hill|Shady Grove|OR|92812
3792|982|2nd |Sulphur Springs|PA|18354
3793|927|Mill Woodland|Belmont|WV|20191
3794|836|Church 2nd|Glenwood|MN|53511
3795|187|13th |Oak Hill|MI|47838
3796|966|2nd |Brownsville|KS|69310
3797|895|5th 7th|Fairview||55709
3798|370|1st |Lakeside|WY|89532
3799|238|Forest |Unionville|IN|41711
3800|44|East |White Oak|MT|66668
3801|278|Woodland |Pleasant Valley|IN|42477
3802|570|Meadow 6th|Spring Valley|NC|26060
3803|878|Cedar |Pleasant Grove|PA|14136
3804|41|5th Valley|Green Acres|UT|87683
3805|842|Lincoln College|Hopewell|TX|70587
3806|414|Oak |Deerfield|NE|69840
3807|639|7th First|Woodlawn|VA|24098
3808|513|Lee |Lincoln|ND|51289
3809|30|14th Park|Shiloh|MN|59275
3810|30|9th |Jamestown|MO|66867
3811|98|Jackson |Pleasant Grove|MN|54136
3812|685|Fourth Church|Woodville|VA|24289
3813|648|Ash |Hopewell|NC|20587
3814|540|Poplar 4th|Bunker Hill|OK|70150
3815|700|12th |Lincoln|UT|81289
3816|961|Mill |Pleasant Hill|GA|33604
3817|141|Railroad |Fisher|LA|72819
3818|925||Waterloo||
3819|367|Smith |Hillcrest|ME|03603
3820|336|Franklin Lincoln|Glenwood|AR|73511
3821|476|First |Mount Olive|MT|68059
3822|98|Main |Murphy|MN|52105
3823|710|11th |Mountain View|IN|44466
3824|496|12th |Jamestown|MI|46867
3825|772|Meadow |Five Points|PA|16098
3826|907|Main |Lebanon|TX|72898
3827|568|Poplar 4th|Wildwood|AR|76871
3828|491|3rd |Greenwood|ID|88828
3829|125|Ridge |Bethel|WI|55281
3830|640|Lee North|Farmington|IN|49145
3831|384|Church North|Summit|MI|40499
3832|43|Mill East|Denmark|NY|15576
3833|158|Church Center|Hopewell|VA|20587
3834|272|Park |Newport|KS|61521
3835|435|Johnson 11th|Union|MN|58721
3836|463|Main |Waterloo|PA|11675
3837|960|Third Willow|Lakeside|KY|49532
3838|745|Church |Cherokee|AL|35436
3839|220|5th |Greenville|MI|41387
3840|460|5th |Woodville|KS|64289
3841|||Lakewood||
3842|683|Miller 15th|Belmont|ID|80191
3843|100|Church |Lakeside|NY|19532
3844|412|Lake |Oakwood|VA|20169
3845|647|Third |Green Acres|VT|08283
3846|442|Church |Clifton|NC|28014
3847|374|Ridge |Riverdale|SD|59391
3848|435|First |Hamilton|OK|72808
3849|417|Seventh Fifth|Antioch|AL|38605
3850|685|15th |Lebanon|WY|82898
3851|607|2nd |Colfax|SC|22565
3852|42|Park |Fairview|KS|65709
3853|598|Jefferson 8th|Five Forks|MO|62293
3854|827|10th South|Valley View|TX|75124
3855|796|5th |Pleasant Valley|SC|22477
3856|152|Park Highland|Concord|TX|74107
3857|252|6th |Providence|AL|36614
3858|311|Church |Green Acres|AR|77683
3859|431|Davis |Newtown|HI|91749
3860|333|8th Pine|Oak Grove|WA|98370
3861|999|Second |Lakeview|WV|28579
3862|863|Park Railroad|Salem|OH|48048
3863|343|Lake Cherry|Mountain View|MO|64466
3864|||||
3865|120|2nd Dogwood|Greenville|FL|31387
3866|267|View Spruce|Jackson|IA|59583
3867|971|Miller |Walnut Grove|VA|27752
3868|32|2nd |Newtown|UT|81749
3869|461|Elm 13th|Lakewood|TX|78877
3870|522|Meadow |New Hope|SD|59431
3871|154|South |Kingston|SD|54975
3872|980|View |Glenwood|CO|83511
3873|332|12th |Crossroads|ND|50534
3874|256|5th |Union City|NY|18087
3875|394|Birch Laurel|Antioch|KY|48605
3876|350|Park View|Jerome|WV|29920
3877|509|Williams |Wilson|NY|16971
3878|30|Laurel |Summit|OH|40499
3879|780|Washington |Hartland|NC|26594
3880|165|Lake Main|Deerfield|FL|39840
3881|195|11th Park|Sullivan|NY|10451
3882|810|4th Maple|Sherwood Forest|IA|56702
3883|594|View |Hopewell|TX|70587
3884|979|13th |Lebanon|MS|52898
3885|697|3rd Main|Union Hill|MI|47746
3886|247|East Walnut|Newport|KS|61521
3887|818|Elm |Sulphur Springs|MO|68354
3888|377|11th |Pine Grove|NV|84593
3889|77|Maple |Riverside|MO|69231
3890|765|Willow Lake|Acme|MS|50164
3891|979|6th 3rd||ME|
3892|840|Locust |Hamburg|WY|82230
3893|837|Johnson |La Grange|ND|57941
3894||Walnut Maple|Webb||
3895|14|Willow |Woodbury|AR|74489
3896|944|First 4th|Green Acres|IL|67683
3897|844|Meadow 15th|Pleasant Valley|SD|52477
3898|763|Madison 4th|Bethel|OR|95281
3899|749|9th Wilson|Springdale|MS|58883
3900|816|Walnut Lake|Centerville|KY|40059
3901|87|Fifth |Pleasant Hill|NE|63604
3902|828|Valley Forest|Ashland|MN|54244
3903|353|Valley Maple|Winslow|CO|88525
3904|7|4th |Macon|GA|30369
3905|867|7th Park|Springdale|MI|48883
3906|928|Central |Stewart|NC|28041
3907|572|Johnson Franklin|Clifton|NC|28014
3908|539|Spring |Plainview|TN|33683
3909|362|Second |Greenfield|WI|55038
3910|756|East Seventh|Woodville|TN|34289
3911|709|Fifth Third|White Hall|CA|96955
3912|994|3rd |Bunker Hill|OR|90150
3913|587|Johnson Spruce|Glenwood|FL|33511
3914|15|Elm 9th|Ashland|LA|74244
3915|876|Oak |Kingston|IA|54975
3916|806||||69584
3917|539|Elm |Unionville|TN|31711
3918|89|Cherry |Greenfield|NE|65038
3919|697|Fourteenth |Springfield|CA|99303
3920|440|Elm |Lakeview|WV|28579
3921|959|Miller |Pleasant Hill|MN|53604
3922|282|14th 2nd|Clifford|SD|58164
3923|258|View 1st|Oakland|MS|59843
3924|740|Third |Pleasant Valley|GA|32477
3925|308|Willow North|Fairfield|CO|86192
3926|297|Williams South|Farmington|KY|49145
3927|605|Park |Fox|LA|70631
3928|718|Hickory Davis|New Town|NC|29634
3929|393||Lebanon||
3930|680|View Lake|Stratford|GA|36668
3931|991|8th Main|Harmony|AL|35804
3932|238|Franklin |Fairfield|AK|96192
3933|297|Fourth Spruce|Clifton|IA|58014
3934|965|Hickory 6th|Collinsville|IA|52459
3935|783|Church |Jamestown|KY|46867
3936|688|Lincoln View|Freeman|LA|72297
3937|626|Eigth Jackson|Highland Park|KS|66534
3938|362|Third |Lakewood|IA|58877
3939|219|5th |Mount Zion|IA|58054
3940|945|7th |Welcome|TN|36386
3941|643|Hill Hickory|Spring Hill|NY|16787
3942|991|Church Lake|Hartland|TX|76594
3943|773|River 4th|Pleasant Grove|MI|44136
3944|606|Madison Forest|Liberty|AK|93451
3945|377|Lincoln |Georgetown|NC|27057
3946|676|Birch |Clinton|MS|58222
3947|128|Washington |Newport|MO|61521
3948|607|View |||79584
3949|745|Franklin Hickory|Farmington|TN|39145
3950|649|4th |New Hope|NE|69431
3951|838|Ridge |Blanchard|CO|85985
3952|30|6th |Woodlawn|ND|54098
3953|948|Laurel |Springdale|LA|78883
3954|613|Jefferson |Valley View|SC|25124
3955|64|Adams |Oak Ridge|OH|48371
3956|208|Broadway |Union|TN|38721
3957|328|2nd Second|Clinton|FL|38222
3958|160|6th Mill|Woodville|TN|34289
3959|979|Hill |Colonial Heights|ND|53425
3960|843|Washington Lincoln|Elkton|UT|83481
3961|893|10th Willow|Wildwood|NC|26871
3962|998|Washington |Mount Vernon|NC|29127
3963|13|Fourth |Crossroads|OR|90534
3964|190|Maple Willow|Fairfield|AZ|86192
3965|802|Hill Center|Riverview|KS|69003
3966|596|Second Pine|Hopewell|TX|70587
3967|125|5th |Greenville|WV|21387
3968|148|2nd Main|Omega|ND|56364
3969|458|Cedar |Five Points|ND|56098
3970|875|Hickory |New Hope|AR|79431
3971|496|Second |Yorktown|GA|30732
3972|148|Highland |New Hope|CO|89431
3973|465|Cedar Green|Midway|PA|11904
3974|677|Smith |Milo|NE|60116
3975|703|Ash 11th|Greenfield|TX|75038
3976|654|Davis |Lakeville|MN|58811
3977|670|Dogwood Park|Mountain View|TN|34466
3978|731|South College|Brownsville|OH|49310
3979|203|Willow Spruce|Springfield|MO|69303
3980|915|Hill Cedar|Marion|KY|40399
3981|720|Maple Sunset|Payne|TN|36134
3982|355|Forest Church|Argyle|IN|48722
3983|989|First Wilson|Langdon|OK|70852
3984|544|10th 1st|Pleasant Valley|ID|82477
3985|413|Elevnth |Bunker Hill|UT|80150
3986|439|Cedar Green|Macedonia|VA|21087
3987|431|Oak 4th|Jackson|VA|29583
3988|266|9th |Stewart|MS|58041
3989|268|South Third|Hillcrest|IA|53003
3990|229|Franklin Church|Harmony|OH|45804
3991|688|Main Green|Lakeside|NC|29532
3992|951|Railroad Highland|Sulphur Springs|IA|58354
3993|137|Lee |Shady Grove|IL|62812
3994|877|Adams Oak|Midway|AR|
3995|295|Lincoln |Georgetown|WV|27057
3996|800|Park Walnut|Mount Olive|IN|48059
3997|985|2nd |Cedar Grove|TN|30411
3998|888|Fifth |Belmont|AR|70191
3999|922|Main 2nd|Wilson|GA|36971
4000|236|Spring First|Woodville|MN|54289
4001|415|Woodland |Liberty|NY|13451
4002|884|Spruce |Fayetteville|MI|41732
4003|935|View College|Lakeview|SC|28579
4004|240|Green |Ashland|MO|64244
4005|8|2nd Fourth|Centerville|NV|80059
4006|670|4th |Clinton|NE|68222
4007|932|3rd |Pine Grove|TX|74593
4008|135|Ash Second|Fairfield|TX|76192
4009|449|13th |Morgantown|NE|69193
4010|218|Laurel North|Cedar Grove|AR|70411
4011|22|Cedar Seventh|White Oak|VA|26668
4012||Maple Valley|||55858
4013|361|Cedar |Oak Hill|MI|47838
4014|420|6th |Highland Park|TN|36534
4015|207|Cherry |Greenwood|KY|48828
4016|643|5th Lake|Five Forks|KY|42293
4017|747|5th Washington|Liberty|VA|23451
4018|996|Hill |Bunker Hill|UT|80150
4019|276|Ridge |Arlington|ID|86557
4020|58|7th Ninth|Highland Park|NC|26534
4021|309|8th |Oak Ridge|KY|48371
4022|239|Railroad |Woodland|MN|54854
4023|46|Oak |Siloam|PA|18948
4024|302|Laurel |Mount Pleasant|NE|62739
4025|497|Park River|Sunnyside|VA|21952
4026|810|Poplar Green|Midway|WA|91904
4027|387|Fifth |Lebanon|MO|62898
4028|369|Johnson |Willow|CO|86798
4029|922|5th |Spring Hill|NY|16787
4030|273|Main Poplar|Bridgeport|TN|35817
4031|239|Sunset |California|TX|70141
4032|60|1st Valley|Deerfield|OR|99840
4033|684|Second |Lakeside|OH|49532
4034|220|Lake Sunset|Highland Park|CA|96534
4035|888|Cedar |Liberty|VA|23451
4036|82|Maple |Highland|FL|39454
4037|637|Lee 7th|Bethel|KY|45281
4038|780|3rd Third|Maple Grove|NE|68252
4039|915|6th |Midway|KY|41904
4040|25|Lake |Jackson|KY|49583
4041|383|Fourth |Buena Vista|CA|95752
4042|592|9th 9th|Florence|TN|33394
4043|347|River Main|Hopewell|TX|70587
4044|321|Dogwood Lake|Stafford|WI|54980
4045|726|3rd |White Oak|OK|76668
4046|760|River 1st|Bridgeport|MS|55817
4047|224|4th |Shiloh|TX|79275
4048|497|Poplar Ash|Mountain View|IL|64466
4049|469|Ridge Second|Hillcrest|GA|33003
4050||||MN|58883
4051|786|7th |Adams|KS|60986
4052|639|Third Park|Jamestown|MI|46867
4053|246|Fifth |Oakdale|WA|99584
4054|959|Third Chestnut|Antioch|GA|38605
4055|70|Ridge |Enterprise|NY|11757
4056|350|East |Greenfield|TN|35038
4057|995|Cherry |Concord|NV|84107
4058|762|Oak |Sumner|MI|40519
4059|909|Lake |Newport|IL|61521
4060|94|Sycamore West|Glenwood|MO|63511
4061|326|Valley East|Bethel|WV|25281
4062|262|Maple |Doyle|MI|48434
4063|452|Seventh |Richardson|NC|27687
4064|505|Lincoln 6th|Shamrock|NM|83879
4065|405|Washington Williams|Franklin|NC|29101
4066|110|Miller Oak|Bunker Hill|LA|70150
4067|203|Jackson |Guthrie|PA|11423
4068|148|Washington 9th|Woodville|UT|84289
4069||Railroad 1st|Springdale|WA|98883
4070|740|Lincoln 12th|Newtown|AL|31749
4071|336|Washington Washington|Bethel|CO|85281
4072|159|Eigth Valley|Forest Hills|TX|79237
4073|186|6th North|Kingston|TX|74975
4074|662|Dogwood |Concord|OH|44107
4075|886|5th |Forest Hills|NY|19237
4076|695|Ridge Railroad|Lebanon|IA|52898
4077|683|11th 11th|Crossroads|KY|40534
4078|835|Jefferson |Deerfield|ID|89840
4079|520|Elm First|Guilford|NM|84408
4080|936|3rd |Wildwood|VA|26871
4081|30|Eigth |Providence|AZ|86614
4082|958|View |Forest Hills|GA|39237
4083|832|View Sycamore|Spring Valley|GA|36060
4084|738|Walnut |Hamilton|KS|62808
4085|82|Cedar |Plainview|GA|33683
4086|783|12th |Ashland|AL|34244
4087|188|West Main|Pinecrest|IA|59981
4088|441|North Forest|Brownsville|NE|69310
4089|917|Smith Washington|Lakewood|OH|48877
4090|690|Laurel Hill|Stringtown|MI|40162
4091|536|Cedar First|Lincoln|IN|41289
4092|116|4th |Arlington|PA|16557
4093|672|College Third|Pisgah|IA|52539
4094|125|Third Locust|Glenville|CO|83445
4095|689|Second |Unionville|VA|21711
4096|226|3rd |Bunker Hill|LA|70150
4097|358|Smith 8th|Stafford|VA|24980
4098|862|Madison 3rd|Riverdale|MO|69391
4099|358|Valley 13th|Mountain View|IN|44466
4100|450|Davis Meadow|Brentwood|NC|24188
4101|79|9th |Ruth|NC|20309
4102|142|Second |Franklin|MS|59101
4103|17|Ash Oak|Springdale|VA|28883
4104|99|Park Seventh|Spring Hill|TN|36787
4105|220|Smith |Florence|CO|83394
4106|770|Oak |Florence|IA|53394
4107|846|||NE|69431
4108|487|Fourth Smith|Springdale|TX|78883
4109||Church ||KS|
4110|897|8th |Bridgeport|UT|85817
4111|35|Willow Lincoln|Riverview|SD|59003
4112|260|Second Sixth|Oak Hill|GA|37838
4113|989|Johnson Main|Green Acres|SD|57683
4114|539|Spruce Ridge|New Hope|TX|79431
4115|417|1st Fifth|Plainview|LA|73683
4116|233|Church Johnson|Bethel|OH|45281
4117|384|Hill |Shady Grove|MS|52812
4118|960|Park |Liberty|NC|23451
4119|473|5th South|Five Points|CA|96098
4120|253|5th |Roxbury|GA|35508
4121|883|14th |Salem|MO|68048
4122|983|Davis 5th|Georgetown|CA|97057
4123|415|Ash |Franklin|NM|89101
4124|684|Ash Madison|Centerville|TX|70059
4125|745|Jefferson |Wildwood|NC|26871
4126|567|Woodland |Oakland|PA|19843
4127|42|Laurel |Five Points|MN|56098
4128|440|Washington 8th|Spring Valley|OH|46060
4129|29|Forest Fifth|New Hope|TN|39431
4130|354|2nd Hill|Kingston|LA|74975
4131|953|Mill |Stringtown|NC|20162
4132|887|First |Cedar Grove|KS|60411
4133|44|Walnut |Stringtown|MS|50162
4134|444|Spring |Cedar Grove|NC|20411
4135|524|Center Pine|Woodland|PA|14854
4136|517|Lee |Five Forks|VA|22293
4137|619|Fifth |Riverdale|IN|49391
4138|227|Adams |Greenwood|GA|38828
4139|622|1st Hickory|Pine Grove|LA|74593
4140|496|3rd |Lee|TX|70408
4141|313|4th |Red Hill|KY|44338
4142|56|Cherry Wilson|La Grange|MO|67941
4143|92|Pine Johnson|Centerville|MO|60059
4144|491|Park |Maple Grove|MO|68252
4145|415|Jackson |Spring Valley|VA|26060
4146|882|11th |Plainville|IN|46115
4147|23|Spring |Edgewood|SC|20069
4148|857|12th First|||51521
4149|859|Jefferson |Kingston|IN|44975
4150|714|Cherry |Unionville|MN|51711
4151|780|Madison |Newport|NJ|02121
4152|389|8th Meadow|New Hope|UT|89431
4153|94|South |Mount Vernon|AL|39127
4154|16|Cedar |Sulphur Springs|UT|88354
4155|5|Lincoln Highland|Hopewell|WV|20587
4156|448|5th Madison|Langdon|WI|50852
4157|439|4th Washington|Woodville|PA|14289
4158|567|Ridge |Woodbury|SD|54489
4159|691|Woodland |Bunker Hill|IA|50150
4160|157|Meadow Woodland|Oak Grove|KY|48370
4161|779|Chestnut |Georgetown|TN|37057
4162|653|Lee |Cedar Grove|ND|50411
4163|436|Meadow |Spring Hill|ND|56787
4164|627|Franklin Hillcrest|Mount Olive|TX|78059
4165|816|Mill Second|Omega|OK|76364
4166|146|Cedar Ninth|Hillcrest|NC|23003
4167|206|13th Mill|Greenville|GA|31387
4168|863|12th Twelfth|Fairview|MS|
4169|432|Center Center|Fairview|TX|75709
4170|961|Main |Pleasant Grove|VA|24136
4171|497||||
4172|145|Walnut Tenth|Walnut Grove|TX|77752
4173|147|Hill |Crossroads|ID|80534
4174|852|Sunset |Glendale|TX|73951
4175||Oak |||74136
4176|25|Chestnut |Midway|TN|31904
4177|775|Tenth Cherry|Pine Grove||24593
4178|552|12th Lakeview|Glendale|KS|63951
4179|618|Fifth West|Wilson|TX|76971
4180|399|Lakeview Lincoln|Caledonia|VA|27411
4181|902|First Main|Jerome|TX|79920
4182|214|Fifth |Summit|CA|90499
4183|75|Third |Newtown|IN|41749
4184|165|South |Hillcrest|TX|73003
4185|643|Franklin Spruce|Stringtown|ND|50162
4186|623|Third Center|Montpelier|MI|48930
4187|659|Ridge |Union Hill|GA|37746
4188|326|Eigth |Bethel|NC|25281
4189|970|Main |Lakeview|MT|68579
4190|826|Elm 14th|Lebanon|WI|52898
4191|817|Ninth South|Springdale|WV|28883
4192|146|Mill |Oneida|ID|84027
4193|425|6th |Lakewood|NY|18877
4194|586|First |Mount Olive|TX|78059
4195|423|Third Ash|West Liberty|WV|24752
4196|684|Franklin Johnson|Midway|MT|61904
4197|551|8th Ridge|Lakewood|WA|98877
4198|779|7th |Bunker Hill|MT|60150
4199|703|3rd |Marion|NY|10399
4200|432|Franklin Pine|Newport|NM|81521
4201|398|Valley |Clinton|GA|38222
4202|604|Park |Marion|SD|50399
4203|3|Fifth |Five Forks|OK|72293
4204|212|Cherry |Shady Grove|MI|42812
4205|612|Mill |Jamestown|ID|86867
4206|434|Maple |Riverdale|KS|69391
4207|437|Mill Mill|Lakewood|IA|58877
4208|784|11th |Enterprise|FL|31757
4209|481|Cedar |Arlington|NC|26557
4210|642|Pine 9th|Antioch|OK|78605
4211|472|10th |Harmony|MS|55804
4212|781|8th 3rd|Union|MO|68721
4213||Spring ||SD|
4214|596|12th |Hillcrest|MD|23003
4215|685|Mill Maple|Greenville|KS|61387
4216|375|Broadway 5th|Pleasant Valley|TX|72477
4217|251|Main |Greenwood|TN|38828
4218|273|Park |Oakwood|MO|60169
4219|850|3rd |Shiloh|OK|79275
4220|853|Elm |Oak Grove|KY|48370
4221|942|Sunset |Concord|GA|34107
4222|482|7th 5th|White Oak|FL|36668
4223|778|7th |Liberty|CO|83451
4224|341|13th |Lone Oak|FL|36893
4225|194|7th Second|Enterprise|TX|71757
4226|669|13th Lee|Five Forks|NE|62293
4227|261|Valley South|Appleton|MT|64240
4228|765|Highland |Springtown|MS|59858
4229|936|6th 1st|Omega|KS|66364
4230|213|Adams |Pleasant Valley|TN|32477
4231|583|10th 1st|Fairfield|FL|36192
4232|541|West 15th|Delmar|IL|63957
4233|956|1st Main|Hopewell|UT|80587
4234|202|Laurel |Clifton|CO|88014
4235|129|Jefferson Elm|Georgetown|CO|87057
4236|616|View Dogwood|Fairfield|MS|56192
4237|395|2nd |Mountain View|TX|74466
4238|572|Maple |Plainview|RI|04283
4239|494|Jefferson Chestnut|Jamestown|ME|07467
4240|652|8th Highland|Jenkins|MO|67292
4241|874|College Church|Mount Pleasant|TX|72739
4242|||Greenville||
4243|722|Maple 5th|Pleasant Hill|GA|33604
4244|464|Seventh |Wildwood|KY|46871
4245|24|Fifteenth Sunset|Plainview|SC|23683
4246|538|West |Wildwood|IA|56871
4247|137|Ash |Kingston|KY|44975
4248||Tenth ||VA|
4249|977|Hickory Main|Arlington|IA|56557
4250|10|3rd |Union|WV|28721
4251|936|Poplar |Belmont|KS|60191
4252|892|Woodland 4th|Unionville|IN|
4253|565|East 1st|Oak Hill|VA|27838
4254|103|Center |Newport|LA|71521
4255|419|East Johnson|Marion|KS|60399
4256|717|Elm |Springhill|NY|14602
4257|96|Central Lake|Jackson|MI|49583
4258|343|8th |New Hope|TN|39431
4259|201|1st |Riverview|NC|29003
4260|882|South |Buffalo|CA|97098
4261|||Five Points||
4262|484|6th |Jamestown|KS|66867
4263|999|Elevnth |Bunker Hill|IL|60150
4264|965|Main Wilson|Aberdeen|AL|37995
4265|277|East West|Brookville|NE|63524
4266|180||Springfield||
4267|474|Lincoln First|Green Acres|TX|77683
4268|626|Oak Oak|Spring Valley|GA|36060
4269|616|Hillcrest Park|Greenwood|TX|78828
4270|919|Oak 11th|Spring Valley|MS|56060
4271|90|Adams |Fairview|TX|75709
4272|326|Second Cedar|Shady Grove|OH|42812
4273|169|Chestnut |Sulphur Springs|TX|78354
4274|599|Park Oak|Richville|TX|75945
4275|350|Park |Rosebud|FL|32244
4276|832|Park Center|Howell|AR|74854
4277|840|North 12th|Brookville|PA|13524
4278|173|Chestnut |Fairfield|NM|86192
4279|716|6th |Buena Vista|MO|65752
4280|235|Hill |Riverdale|NE|69391
4281|884|13th |Bunker Hill|WV|20150
4282|442|Church Second|Riverview|AR|79003
4283|591|11th Park|Lakewood|UT|88877
4284|81|Railroad |Five Points|AZ|86098
4285|338|Lee Ninth|Woodland|GA|34854
4286|833|7th |Red Hill|NE|64338
4287|367|Park |Sullivan|MI|40451
4288|485|Seventh |Franklin|MI|49101
4289|455|Main |Deerfield|TX|79840
4290|466|6th |Mount Zion|VA|28054
4291|874|Hickory Highland|Jamestown|GA|36867
4292|168|3rd 1st|Highland|GA|39454
4293|907|Hillcrest |Buena Vista|WV|25752
4294|572|Wilson |Five Points|MS|56098
4295|351|Park 10th|Pleasant Grove|KY|44136
4296|103|Adams 4th|Union|NE|68721
4297|745|2nd |Sunnyside|NE|61952
4298|184|1st Church|Oak Ridge|IN|48371
4299|224|Wilson |Kingston|TN|34975
4300|507|Jefferson Lincoln|Crossroads|PA|10534
4301|171|Smith |Union Hill|UT|87746
4302|49|Main |Lebanon|IL|62898
4303|268|Woodland Main|Highland Park|TX|76534
4304|972|4th Railroad|Crossroads|IL|60534
4305|454|Lee |Edgewood|LA|70069
4306|423|Spruce |Woodlawn|KS|64098
4307|821|Fifth |Quincy|VA|23868
4308|447|Railroad |Brownsville|TX|79310
4309||Pine Birch|Hillcrest||53003
4310|411|Smith |New Hope|KY|49431
4311|104|Main Williams|Concord|MS|54107
4312|677|Miller |Glenwood|IA|53511
4313|185|Miller |Fairfield|IA|56192
4314|724|Sixth Second|Indian Village|NC|21075
4315|171|Forest |Greenville|SD|51387
4316|986|Center Second|Salem|MA|08648
4317|272|Hickory Broadway|Shiloh|GA|39275
4318|450|Maple Main|Glendale|AR|73951
4319|120|Lakeview |Edgewood|MD|20069
4320|123|Ash |Franklin|LA|79101
4321|147|East Main|Cedar Grove|TX|70411
4322|540|Park |Shady Grove|VA|22812
4323|296|Maple Ninth|Ashland|IN|44244
4324|320|Miller Second|Franklin|MI|49101
4325|964|Cedar |Woodland|VA|24854
4326|295|Hickory 9th|Spring Hill|IL|66787
4327|917|Hillcrest |Springfield|LA|79303
4328|458|Lake Willow|Crossroads|KS|60534
4329|248|Church Valley|Brownsville|KY|49310
4330|578|2nd Twelfth|Riverview|IA|59003
4331|408|Fourth |Jamestown|IN|46867
4332|430|Elm |Greenfield|GA|35038
4333|401|12th Spruce|Spring Valley|KS|66060
4334|278|Green Lake|Jamestown|AZ|86867
4335|959|Park |Macedonia|PA|11087
4336|970|Willow Cedar|Oakdale|FL|39584
4337|301|Eigth Hickory|Collinsville|WI|52459
4338|206|Seventh Railroad|Kingston|CA|94975
